square_feet,bedrooms,bathrooms,age_years,garage_size,neighborhood,school_district,has_pool,has_fireplace,has_basement,lot_size,price
1673.335383713144,3,2.9043761273333013,26.278081480133658,1,Downtown,Good,0,1,1,2.0,522926.63380374404
2882.7271201405483,6,3.3481679259991037,24.21530214093777,2,Downtown,Average,1,0,1,2.0,663050.2144537054
2202.490855480478,4,4.7077280311288625,1.6548340406981348,1,New_Development,Average,0,0,1,2.0,571984.9024332748
1369.5580228324775,5,2.8139327737430135,12.900689944783194,2,Suburbs,Below_Average,0,0,0,2.0,381465.6978213904
2458.9309735273882,4,2.092829099434001,9.353804599248578,3,Historic,Average,1,1,0,2.0,584744.9726647015
3061.0780985063166,2,2.4795405502464045,1.8955126423396047,2,New_Development,Average,0,0,1,2.0,617928.1269289103
2516.2326302755737,4,1.0847392760887054,59.11268658356253,1,Suburbs,Average,0,1,0,2.0,455444.4577747908
1240.3150170229933,6,1.9442294951287535,3.6252634757429862,1,Suburbs,Average,0,1,0,2.0,422190.858732771
1757.8829635668744,4,2.172574049509517,1.0440165978211917,3,Waterfront,Good,0,0,1,2.0,601095.4033452789
2633.455574593311,5,2.080729281652326,13.552371631893138,0,New_Development,Good,0,0,0,2.0,588508.404797456
1646.1652671906097,5,2.6218838976269776,20.140862797485905,1,New_Development,Good,0,1,0,2.0,480441.680370645
2221.909714073114,3,1.8420640540942395,0.4947210313282956,1,Suburbs,Good,1,0,1,2.0,513142.1471082143
2387.3170267146684,3,3.396824533859577,16.12567658115046,1,Historic,Good,0,0,1,2.0,554863.4682119753
1536.5347642109587,4,2.500165651934558,11.398662662824744,1,Downtown,Below_Average,1,0,1,2.0,518113.82689255266
1970.2373219690999,4,2.4925597430891084,1.6349234951503249,2,New_Development,Good,0,0,1,2.0,531120.1406099526
800.0,5,2.237684226789666,2.8406253969458737,1,New_Development,Excellent,0,0,0,2.0,400541.1768303341
1487.8061793328552,5,2.624152547087183,12.589052933315745,2,Downtown,Average,0,0,1,2.0,479719.1263437044
1873.7159243034198,3,3.1600786117341078,5.2722753844039545,1,Suburbs,Excellent,0,1,1,2.0,495065.97973599087
1376.1084090175752,3,1.8062958274312797,41.7858945297593,0,Downtown,Excellent,0,0,0,2.0,357891.49009835225
2816.2056519658177,4,1.9735068087397947,25.617361206080293,3,Suburbs,Good,1,0,0,2.0,612216.0792168505
1284.9293110196836,3,2.2570191769786683,61.62714506806801,1,Historic,Good,0,1,1,2.0,348709.48214303114
1779.9777566515081,5,1.423303261221428,4.509905691815763,2,Suburbs,Good,0,1,1,2.0,465268.58882030065
2065.3702886430456,4,1.8445937122228018,52.460817466850976,2,Downtown,Average,0,1,1,2.0,522204.1658627478
2720.6366445330577,4,2.1190233011642725,8.464289224696273,0,Suburbs,Average,1,0,1,2.0,553323.9388277461
1282.0689244102803,2,3.199511344570182,6.40459417918071,3,New_Development,Good,1,1,1,2.0,465266.38642893924
2581.58187607748,4,2.71004906320154,0.7749192782025734,1,Waterfront,Good,0,0,1,2.0,682024.1461804791
2005.1165305097936,4,2.6548719290940355,0.8131250511759822,2,Suburbs,Good,0,0,1,2.0,486855.51808226126
1509.2456744760245,4,3.180718369734378,17.665380629365558,1,Downtown,Average,0,0,0,2.0,420237.88257367717
2231.0517371316355,3,2.3901025692804825,9.185374193157285,2,New_Development,Excellent,0,0,1,2.0,577047.7786081296
2099.529847786735,4,2.812371879943112,3.85286352054227,0,Historic,Excellent,0,1,0,2.0,561579.4405336181
1699.8915614206026,5,2.417422597654003,14.277614787861577,2,Suburbs,Average,0,0,1,2.0,431561.91900920344
2034.9010424950095,3,2.7122898795197026,4.37250264714922,2,Downtown,Good,0,1,1,2.0,566667.7362251531
1807.3432015691199,2,2.033793073910734,12.928165881310967,3,Downtown,Excellent,0,1,1,2.0,550843.353697503
2056.758672625624,2,1.0,6.675773001284736,3,Downtown,Good,0,0,1,2.0,492952.0580399437
2331.0653372605234,4,2.3925766702509565,26.020955218194924,2,Suburbs,Below_Average,1,0,0,2.0,517817.5253732199
2793.008408072676,4,3.6381985088799524,25.780102293849257,2,New_Development,Average,1,0,0,2.0,635018.6123427552
1381.0922505865756,4,3.240972321793274,9.732660251126687,1,Suburbs,Average,0,0,0,2.0,387690.4769284881
3066.5166873281332,3,3.2723179876729365,6.4806581846972495,1,Historic,Good,0,0,1,2.0,659726.8154420224
1023.9561002387491,3,3.4889045774449743,6.7544220730947355,1,Suburbs,Average,0,1,1,2.0,386760.6580616119
1924.1074524822084,4,2.57092607276915,24.57640026547679,1,Waterfront,Below_Average,0,0,1,2.0,515946.2611288855
2294.1586032422883,4,2.6578525659244763,5.966460924444774,1,Waterfront,Below_Average,1,0,0,2.0,578566.484185527
2140.495933867516,6,2.00587848365252,3.5179856341205262,2,Downtown,Good,0,1,0,2.0,576931.9964475424
1688.6502400897032,3,2.24714171517836,1.3273599259302222,1,Suburbs,Average,1,0,1,2.0,455536.53241893725
1895.9388748213623,4,2.9926169198169132,9.429873934662641,2,Waterfront,Excellent,1,1,0,2.0,630418.9047965198
1753.4995326705837,4,3.463107549735053,9.870526296972697,1,Downtown,Good,0,0,1,2.0,513770.740800565
1705.3176215278943,4,2.3884429794552005,27.574156396689798,1,Suburbs,Average,0,0,1,2.0,379221.4819170585
2424.8010485105124,4,2.1398485881188707,3.7507604098318064,2,Suburbs,Good,0,0,1,2.0,583718.432007912
2178.5077429825237,4,2.5004223670852777,7.194538633960099,2,New_Development,Below_Average,0,0,0,2.0,512034.23389752285
1653.545202369673,6,2.980965399143292,24.785630495493784,2,Suburbs,Excellent,0,0,1,2.0,498895.0270484766
2449.799937716625,3,1.3449161470931665,26.027024882267348,2,Historic,Average,0,1,0,2.0,532851.4645889387
2153.649760438305,3,1.0,7.282512214075647,1,Suburbs,Below_Average,1,0,1,2.0,506648.23096817604
2406.43105941948,4,2.059570520406733,9.218479119546277,2,Historic,Below_Average,0,1,0,2.0,471991.5807842873
2314.8144209618063,4,1.523430059268673,5.420701886259552,0,Suburbs,Excellent,0,0,0,2.0,533229.742101748
1585.502494538964,3,2.093487841882151,40.44661538096857,1,Historic,Good,0,0,1,2.0,385028.6024825574
1719.9094799015152,2,2.381775744946023,1.894400739121004,2,Suburbs,Average,0,0,0,2.0,427531.15294460783
2373.646802561631,2,2.1374012727815894,40.71466657112938,0,Waterfront,Excellent,0,1,1,2.0,576780.7039660106
2305.1851327167324,5,3.6619740275765964,17.27385800850001,1,Waterfront,Below_Average,1,0,1,2.0,628358.6806669317
1989.549203017926,3,2.761395811681856,11.3755979554997,3,Suburbs,Below_Average,0,0,1,2.0,455476.5206102131
2058.663691654391,3,2.7403794876886627,0.49806407258442437,3,Downtown,Excellent,0,1,1,2.0,564999.8125910687
2638.8324478942122,3,2.9977657152347215,9.682398977207983,1,Downtown,Excellent,0,0,0,2.0,608952.2566668419
1704.214305582085,3,1.5889335057753846,7.857348544360046,0,Downtown,Excellent,0,1,1,2.0,515496.7888744889
2273.548690585019,2,3.331289429936215,2.6370811117990614,1,Historic,Below_Average,1,0,0,2.0,524146.9237713974
1898.903673783053,4,2.4393885707716323,16.02457558372956,1,Suburbs,Excellent,0,1,0,2.0,467922.34782695933
1891.15939838639,2,3.03638449379297,53.18515106644557,3,Suburbs,Good,1,1,1,2.0,487586.2612277253
2549.388425993595,5,1.6425142135678756,12.389513055528353,1,Waterfront,Good,0,1,0,2.0,623719.7659793156
2412.708174494015,3,1.2569929871871484,18.81601164787253,2,Suburbs,Average,0,0,1,2.0,512013.910820797
2406.754818000319,4,3.154311726420023,1.0635884900447563,1,Suburbs,Excellent,0,0,1,2.0,569783.6044240411
2652.7394035771645,5,2.801127620878013,8.110692341145228,3,Downtown,Good,0,1,1,2.0,675270.4696093806
2010.5019208163794,4,1.7783587565139918,1.8555573719499325,1,New_Development,Below_Average,0,0,1,2.0,508469.09586953296
2340.976485647482,4,1.8042695349802444,14.232047524624393,2,Historic,Below_Average,1,0,0,2.0,505579.0054871448
1844.866621703272,3,3.4003478275318155,41.82642053856874,1,Historic,Average,0,1,1,2.0,433162.2387511417
2162.0831762442212,3,1.5484704857061375,16.260780050745396,2,Suburbs,Excellent,0,0,1,2.0,523276.2167310519
1934.9284728161576,4,3.814138362604771,1.1986902770118475,1,Historic,Good,0,0,0,2.0,556537.5065823722
2048.497982496359,6,1.7795034122817048,6.569813765974543,1,Downtown,Average,0,0,0,2.0,528222.1771885055
2297.5785127184568,4,3.0107135404867065,11.999744406304494,3,Downtown,Good,0,0,1,2.0,644598.0631637423
1590.8896583832638,4,2.2371052194008123,7.742793395683012,3,Downtown,Below_Average,0,0,0,2.0,507149.2734390186
3046.19363784273,4,2.9825499448658745,26.904379074094603,2,Suburbs,Average,0,1,0,2.0,592553.0340119282
1496.991309250149,4,2.064708798308646,25.284340205732708,2,Suburbs,Excellent,0,0,1,2.0,443909.23676675634
1392.9056936061338,2,2.3697656751421645,14.194717784552974,2,Suburbs,Below_Average,0,1,1,2.0,355070.78687602666
2579.055436750034,4,2.532735340316577,7.013090703229173,0,Downtown,Below_Average,0,1,1,2.0,574371.3938226542
2395.831346981468,6,1.6982500353748218,4.42234006455344,1,Suburbs,Excellent,0,1,1,2.0,573529.0332050301
2312.0599085260774,3,3.0926594763361006,1.6786339505304149,1,Waterfront,Average,0,0,1,2.0,590985.0505368756
2314.17275463214,4,2.0894291468227317,6.575195167701123,2,Suburbs,Good,1,1,0,2.0,589778.5740397547
1993.8766135765427,3,2.317120067727985,7.995365981785496,1,Waterfront,Good,0,0,0,2.0,529585.0869396891
1551.3728142570842,4,1.70452050031319,16.896980775374743,1,Suburbs,Excellent,0,0,0,2.0,430089.43485819985
2037.9022790968631,2,1.0,16.101179604843768,2,Historic,Average,0,1,1,2.0,439424.28440143494
1661.4191442439442,4,2.347177789919865,1.090304681698967,2,Suburbs,Below_Average,0,0,0,2.0,428538.6567095541
2487.5598667088757,4,4.430092337290333,7.5443330007406075,1,Suburbs,Average,1,1,0,2.0,576693.2234016747
1926.4713092489308,3,3.1276834303184193,3.0093396815668827,1,Suburbs,Excellent,0,0,1,2.0,506462.73206616763
1587.2514016037442,4,2.484591696212484,2.558492539258516,1,Waterfront,Average,1,1,0,2.0,528451.8682184478
1839.3070791735033,4,2.289687336633386,26.343176125794542,1,Historic,Good,1,0,0,2.0,478836.0136926439
2206.4657271378123,5,2.517972714249637,0.6422850694652185,1,Suburbs,Average,0,1,1,2.0,544315.3885750829
1718.1377235980126,3,2.937695292140168,8.149789983998797,2,Suburbs,Good,0,0,0,2.0,444951.9671531116
1588.8898022167843,3,1.5553497477529241,2.762514700344268,2,Historic,Excellent,0,0,0,2.0,475646.49697879987
2121.843605745956,3,3.3914573557350978,31.72046278859279,2,Waterfront,Excellent,0,0,0,2.0,583332.0850958937
2122.4832855543614,6,3.0723050523529953,12.21415447810671,1,Suburbs,Average,0,0,1,2.0,546530.825949156
1746.5284123144352,5,3.0745485805663475,3.9473911170012177,2,Suburbs,Good,0,0,1,2.0,512772.2889527629
1764.4808471908386,4,2.8507805910477817,10.470203649207123,1,Suburbs,Average,0,0,0,2.0,439930.97960507957
2116.0249686788184,5,2.515693326155192,19.722803467094927,2,Waterfront,Good,0,0,1,2.0,633694.1799966485
1275.957829251338,4,3.038288988773456,47.593490273910035,2,Suburbs,Good,0,0,0,2.0,377233.1317275694
1296.2681128117224,4,2.9734513069931023,3.735499847299256,1,New_Development,Good,1,0,1,2.0,498703.5379218607
1640.777889373782,2,2.216767431247181,32.597288932592484,1,Suburbs,Below_Average,0,1,0,2.0,364169.0494099716
1893.2764241440764,4,2.041118581682479,40.84078463943095,2,Suburbs,Below_Average,1,1,1,2.0,417842.9533326872
2155.4537827990025,3,2.5814850362095894,37.229363056255345,1,Suburbs,Good,0,1,1,2.0,503173.6664356883
2737.678108474776,5,3.73921612119615,15.134906918010236,2,New_Development,Good,0,1,1,2.0,653003.7198953854
2428.8298116010096,4,1.5087143394768794,14.906515095562971,0,Historic,Excellent,0,0,0,2.0,547583.6815943576
1920.0307350182864,4,1.325979787398048,7.74286570872499,2,Suburbs,Average,0,0,0,2.0,462895.62774244533
1990.4918960486557,2,2.631808672989213,20.938982779734815,1,Waterfront,Good,0,0,1,2.0,524074.85089087626
1498.7353176810957,3,2.5407101614848147,11.366694178833976,0,Suburbs,Below_Average,0,1,0,2.0,366347.80244255497
1990.743432003805,3,2.6386733314963267,16.971902009731284,2,Suburbs,Below_Average,1,1,1,2.0,468189.17515583406
1855.6706805399308,3,2.6951625583268,8.391257091041116,1,Downtown,Good,0,0,1,2.0,538335.9702150524
2161.3592801690447,2,2.321438196292156,19.723367937309543,1,Suburbs,Good,0,0,1,2.0,467939.48898089206
1586.3845282238385,5,3.691890750881666,26.099309345890568,0,Suburbs,Average,1,0,0,2.0,426150.28319357464
2259.673257120586,4,1.2192768172187876,2.3750258224453127,1,New_Development,Average,1,0,1,2.0,542041.4632553898
2766.369456501289,3,1.8372023801758033,26.840110354187388,1,Suburbs,Excellent,0,0,1,2.0,577197.3592503464
1945.6199257715712,3,2.417396191880762,11.65760447537693,0,New_Development,Good,0,0,1,2.0,489898.0981547595
2200.8558610494706,4,1.1854489510766661,27.932655846524007,3,Suburbs,Good,1,1,0,2.0,537422.1313615759
2345.0719958555565,4,2.3593164764543433,8.466078376465253,0,Waterfront,Good,0,0,0,2.0,566272.0551877337
1799.389764057082,4,3.8291761325824147,7.147340895410827,2,Suburbs,Excellent,0,1,0,2.0,479389.2158758669
2112.0462409052084,5,2.5167091906367696,36.987281671070384,1,Downtown,Excellent,0,1,0,2.0,574103.76681278
2006.2962003908974,4,2.684560724574947,4.338634685868037,1,Suburbs,Average,1,1,1,2.0,547586.2323951693
2048.838049274416,6,1.4918681878619358,27.88891887512972,3,Downtown,Good,0,1,1,2.0,563379.5200928978
1613.4951080722667,5,2.006910873568418,9.925325752494654,1,Waterfront,Excellent,1,1,0,2.0,611538.1998759586
2012.2550871294713,3,2.1998428957408502,10.826145873267079,3,Suburbs,Good,0,1,1,2.0,512921.42892292386
2248.999145622725,5,2.2458279225950126,5.532693896834747,1,Historic,Average,1,1,0,2.0,562172.5688676358
2725.571803897521,3,3.5253150360030148,12.766051516905977,2,Suburbs,Average,0,0,0,2.0,543554.111307905
2479.6354130426034,5,2.9461528485800996,5.900332806599803,2,Downtown,Good,0,1,0,2.0,599534.7791586535
3076.5912287557785,3,1.6108336344503744,0.6009188568409011,2,Suburbs,Good,1,1,0,2.0,658231.2679879474
1616.3262185559752,5,2.697203822745604,4.761784725772672,2,New_Development,Below_Average,0,1,1,2.0,467262.86485415715
2436.1603183603393,5,2.8985773987974284,0.09599214668743096,2,Waterfront,Good,0,1,0,2.0,641835.7317321807
2091.671002869176,5,3.412119230817013,57.49456440230286,1,Suburbs,Good,0,0,1,2.0,497641.43598627346
3094.901466608836,4,3.764432549254699,50.60980878712715,1,Suburbs,Good,0,0,0,2.0,540234.1586665362
1595.8508573224242,3,1.687924646537705,7.541753159080346,3,Downtown,Excellent,0,0,1,2.0,492991.7906785489
1580.139078909612,2,1.8513139910317293,19.549763671225282,1,New_Development,Good,0,0,0,2.0,411514.7528560203
1700.303677277989,4,1.493937712868307,6.36527228785711,1,Waterfront,Below_Average,0,1,0,2.0,495488.359268545
938.0521378450965,3,2.312784112714415,16.67971080823407,2,Suburbs,Average,0,0,0,2.0,333083.5115942713
1737.1224891596194,4,2.8730866995570676,24.554452571030136,1,Suburbs,Good,0,0,0,2.0,427848.9698566557
1620.433669223151,3,3.2898676132712814,43.993121287277965,3,Downtown,Below_Average,0,0,0,2.0,478385.25329850416
2075.1968932381037,6,2.439239181085982,7.66769219172473,2,New_Development,Excellent,1,0,1,2.0,620311.9972702189
2170.87798788858,4,2.244121981396125,22.938480937222756,2,Downtown,Good,0,1,1,2.0,562904.1304185212
2938.085419607943,5,2.6214063937989924,4.637231646232891,2,Waterfront,Average,0,1,1,2.0,694964.5364808347
2475.2119190930252,3,1.8318856786959814,69.58447858844382,0,Suburbs,Average,1,0,1,2.0,469574.1734627085
1711.5481721687984,5,4.171630977355819,0.3916117760530979,1,Waterfront,Excellent,0,0,0,2.0,597666.4413439848
1550.792664325821,5,1.213871178305553,13.877278387559183,2,Historic,Good,1,0,0,2.0,505000.371848653
2245.9595857532527,4,2.6477924631165797,16.160365812072175,1,Waterfront,Average,1,0,1,2.0,576751.4388944465
1339.883396489679,4,4.118884975383711,17.473471771459508,2,Waterfront,Average,1,0,1,2.0,515343.7088432576
2915.7293829271766,4,2.505439875647998,1.9241084845500929,3,Historic,Average,0,1,1,2.0,655941.0086880778
2589.7200603606434,3,2.3479687719988043,41.838037583835494,2,Downtown,Good,1,0,1,2.0,613453.2705273229
1765.4121739476477,4,2.214043661751658,2.998425061745486,1,Suburbs,Excellent,1,0,0,2.0,503694.3582620763
1143.4327354545612,3,2.3556866545900736,14.622843038310565,3,Suburbs,Good,0,0,0,2.0,388283.05784359935
2676.9361870827065,3,3.598278779741224,3.7784719335312396,2,New_Development,Excellent,0,1,0,2.0,617060.8228958074
1942.730077373691,3,1.0,5.50556427958376,2,Suburbs,Below_Average,0,1,0,2.0,463780.1536516264
2618.908155986731,2,3.7267469610370605,11.860028927171593,1,Waterfront,Good,0,1,0,2.0,637075.4875391212
1202.7861706028166,2,1.3608342780398839,8.098498679089376,3,Waterfront,Good,0,0,0,2.0,421223.9602762643
1700.3124885231136,3,2.286678136612468,2.619329937119007,2,Suburbs,Average,0,1,1,2.0,430209.5328162193
2002.6218498590915,6,2.1566044637610706,2.8118761615663233,2,Suburbs,Good,0,0,1,2.0,517817.1465294751
2023.490296882371,4,2.9708426158165757,8.123004586692531,2,Suburbs,Good,0,0,1,2.0,526021.9713836551
1774.9672642603782,6,1.221500518493002,21.23788550810594,1,Suburbs,Average,0,0,1,2.0,432835.6350227342
2311.4249661737495,4,2.8697381328655545,34.23653889327185,2,Suburbs,Average,0,0,0,2.0,483471.87542634096
1466.1897853087028,3,4.119447698629482,1.318174399494141,2,Downtown,Average,1,1,0,2.0,508674.26935492153
1928.8102574893533,4,1.4094607963257515,7.490965270750011,1,Historic,Excellent,0,1,1,2.0,528918.6333076496
2060.1478158559494,4,2.6517649340883165,1.5845010220312,2,New_Development,Average,0,0,0,2.0,526025.1066676434
2257.2194170293747,3,1.9704142577627128,0.2509751660642479,3,Suburbs,Average,0,1,0,2.0,494062.61471258727
2355.807439044445,4,2.8407097649544286,16.258161446979592,2,Suburbs,Excellent,0,1,0,2.0,573061.4968259342
1437.6789540810655,3,2.515318221932602,13.836497444318288,2,Downtown,Good,1,1,0,2.0,473543.28497135045
1232.9429146321888,4,1.9868104727645521,2.669310672786557,2,Waterfront,Average,1,0,1,2.0,498685.9293772337
2638.8384109492545,4,2.890297827896859,3.9949319380191852,2,Historic,Excellent,0,0,0,2.0,624542.6945571859
2166.157005989796,3,3.9434784878293945,0.3598995697321298,1,Downtown,Average,1,0,1,2.0,580188.3334822954
1625.756731721723,2,2.347276966618161,27.02234836156702,0,Downtown,Good,0,1,1,2.0,445326.2755582969
2775.5759877612613,4,3.0758063537185456,55.14868881938131,2,Historic,Good,0,0,0,2.0,546514.3441021834
2057.8373171464295,4,1.465381633703069,2.183357544404863,2,Waterfront,Excellent,0,0,0,2.0,594489.1853588074
2589.6485920319133,2,1.7348508985455928,3.949236956675621,2,Downtown,Average,1,0,0,2.0,589731.0730922596
2033.7592407050545,6,2.877925022304302,30.42090949690826,2,Waterfront,Good,0,0,0,2.0,558151.894902791
3030.3739624409936,2,3.687292822828772,39.14966173814873,1,Suburbs,Average,0,1,1,2.0,549742.8970111331
2877.6704212216023,4,2.784490679028528,8.16127407425369,2,Suburbs,Average,1,1,1,2.0,639188.6994852237
1875.5179257604632,6,2.2495535755814764,0.7792311467188502,1,Historic,Average,0,1,1,2.0,501730.61647228175
2485.785475477178,3,2.499433124338683,0.6028303279628124,2,Historic,Below_Average,0,1,0,2.0,557818.5247558928
2322.6879747925736,3,1.499673812824226,12.79797381529685,2,Suburbs,Average,1,0,1,2.0,552314.2389144027
2684.3157787661744,3,2.9836122610842937,7.485805505532916,1,New_Development,Good,0,0,1,2.0,570597.9745158807
1517.5382697099478,3,3.2058664498587275,0.43606382519410647,1,Suburbs,Below_Average,0,0,0,2.0,411467.8527998723
2343.0257299992195,3,2.1383277337335356,13.129117466546484,2,Historic,Average,0,0,1,2.0,526268.9602289854
2529.212243424794,4,2.1239662817923985,0.1705034349362735,2,Suburbs,Good,0,0,0,2.0,567696.9872135192
1120.6302567884427,2,2.7127025837216387,23.223163832882772,1,Historic,Excellent,0,1,1,2.0,388021.06660893856
1408.3707436671125,4,2.1506242111675236,5.488607653083483,3,New_Development,Average,0,0,1,2.0,480181.7718208454
980.3839111199497,6,2.447093908299342,0.6163617566320112,2,Downtown,Good,0,1,0,2.0,471728.33922113007
1865.2965827777211,5,4.179777431333212,13.313808008572021,3,New_Development,Average,0,0,1,2.0,523676.9362434682
2358.7711278979814,4,2.302379439403203,7.604606137748417,2,Historic,Good,1,0,0,2.0,554562.9247259293
2751.178526048014,3,2.2133278783830224,54.63017467994975,2,Historic,Excellent,1,0,0,2.0,558011.8227686916
2037.0473902098877,4,1.9819665554918726,11.785473416728916,2,Suburbs,Average,0,0,1,2.0,491274.78138104774
2814.307772785646,4,3.0953535771999494,4.828703751550207,2,Historic,Excellent,0,0,1,2.0,668100.4858359217
1309.9492708925543,4,2.3550206614255176,18.539119141006793,2,Historic,Good,1,0,0,2.0,454514.2722330927
1148.3087803224225,3,1.9805015693428591,4.751350131430526,1,Suburbs,Average,0,0,0,2.0,343530.09416985547
1972.2261505516906,5,3.5570432258184095,35.1891688462074,2,New_Development,Good,0,0,0,2.0,490794.38591325545
2192.0327244696537,4,3.63568240361091,7.043383214590719,1,Downtown,Average,1,0,0,2.0,558444.5069901794
1983.6526259529535,3,2.019661147409036,11.973234842191214,1,Downtown,Average,1,1,1,2.0,560269.342230674
966.2789499800617,3,1.006768038911507,0.7784511541471852,0,Suburbs,Average,1,1,1,2.0,346536.59586275066
1955.4399802436058,4,3.3060109518695375,8.33005681374679,0,Suburbs,Excellent,1,0,1,2.0,535639.1810440717
1347.7652497475733,5,1.9522961393919966,26.789363562068406,3,Waterfront,Excellent,0,1,0,2.0,508047.8258512786
2334.836274415019,4,3.132500479330215,24.57132712307284,1,Downtown,Average,0,1,1,2.0,572400.6905505517
2183.299123048424,4,1.0,3.8102003560403253,2,New_Development,Below_Average,0,1,0,2.0,499032.00317618897
1530.0601068363223,2,3.2140778706394473,3.844283543090463,2,Downtown,Average,0,0,1,2.0,485409.8065178991
1743.0665413316533,4,1.531062456575375,25.499083382615304,2,Downtown,Average,0,0,1,2.0,500388.55535392236
1470.3932390555242,4,3.08461129525322,39.97452019774181,1,Downtown,Good,1,1,1,2.0,476235.4399194489
1968.660451363414,2,2.511418454269147,1.5032883429563013,2,Suburbs,Good,1,0,0,2.0,486294.03290785337
2477.571160250619,3,1.736848464482684,8.969154353673344,2,New_Development,Good,0,1,0,2.0,553211.8477914499
1507.1369768322281,4,2.1743709496585755,6.17498565928285,2,Waterfront,Excellent,1,1,0,2.0,540687.755226953
2252.023257758922,3,3.049054765565361,30.682960683770858,2,Historic,Excellent,1,0,1,2.0,555803.4197808785
1734.8711908137795,4,2.5847155624921876,1.3083059499820207,3,Downtown,Below_Average,0,0,0,2.0,497518.3080020254
1603.563583868828,3,2.967530384377987,3.5572289083704165,2,Suburbs,Good,0,0,0,2.0,443115.83419550443
1946.4848200227211,2,4.081152467612388,20.943251643182165,1,Suburbs,Good,0,0,0,2.0,445255.10457229626
1482.378838790313,3,1.248606710631159,0.7898425346306251,2,Suburbs,Excellent,0,0,1,2.0,445049.81072608347
1723.1753473264089,6,3.793770059974899,10.17492429284441,0,Downtown,Below_Average,0,0,0,2.0,505617.60998054355
1401.061053705576,5,2.5834847500185703,8.753822301341549,2,Waterfront,Average,0,0,1,2.0,515312.22023469483
2982.3625664581946,6,1.7809727613414974,6.106022411909063,1,Suburbs,Average,0,0,1,2.0,637090.3442157253
2017.6317759858644,4,1.435749099408808,7.527302308066165,1,Historic,Below_Average,0,1,1,2.0,445599.0009614576
1650.1372460037073,3,2.3487036873783733,11.323442722206968,2,Suburbs,Good,1,0,0,2.0,376034.651264898
2106.989955367111,4,3.2373200895395673,2.639737816024775,2,Downtown,Average,0,1,0,2.0,563773.3781011067
1943.8359751545852,4,2.3979607036979727,12.729336799022828,1,Waterfront,Excellent,1,1,0,2.0,576219.3527746814
1889.5152002333884,5,3.708923944197878,24.554628826460974,2,Downtown,Excellent,0,0,0,2.0,556609.5527008675
2307.0833500217127,2,1.3390594479587528,21.4168068201825,2,Historic,Average,0,1,0,2.0,482103.72994560096
2378.7538550236527,4,2.4903288417231564,2.5067641561483347,1,Waterfront,Average,1,0,1,2.0,666614.341228786
1734.7494261947363,3,1.4980852444695048,2.4245451347656832,2,Downtown,Good,0,1,0,2.0,507729.99902323086
1712.09087967766,3,2.7909055060999743,4.683195010477279,0,New_Development,Good,0,0,1,2.0,471412.1351356152
1862.474151424178,4,3.2095099120778405,6.719516611104839,2,Suburbs,Average,1,0,0,2.0,508193.2839490927
849.0394176322077,4,2.1633905650551575,7.87527755330841,2,Downtown,Excellent,0,0,1,2.0,447686.5288197785
1242.4044689007237,3,1.0,17.07732799732727,1,Waterfront,Good,0,0,1,2.0,437857.66841099097
2683.4371337222624,3,2.6591585174371954,0.8752525428206883,2,Suburbs,Good,0,0,1,2.0,602839.9902484395
2822.4838567506417,4,2.849390841386808,0.5293210281304449,1,Historic,Good,1,0,1,2.0,625768.8659552755
1875.4819802218108,4,2.823435803969358,7.461499611194608,2,Historic,Average,0,0,1,2.0,505648.7681978488
2288.2784815278833,5,3.488625753457723,17.918442862996216,2,New_Development,Good,0,0,1,2.0,552632.5850652854
2155.625077271768,6,1.643157056280761,3.2245682205981585,2,Suburbs,Excellent,0,0,0,2.0,566674.57465258
3539.440404227619,4,3.0441728843603597,15.387586785570393,1,Suburbs,Average,0,0,1,2.0,664558.4376320854
2559.787455717288,3,3.45400600998238,4.513093105833493,1,Historic,Average,1,0,0,2.0,605822.5488983933
1936.0412042596167,4,1.0771299327947865,32.58468684705641,0,Downtown,Good,0,0,0,2.0,442057.81925762026
1522.229779699787,4,2.755721460735182,33.90581264983684,1,Suburbs,Excellent,0,1,0,2.0,418789.7890829429
1196.7768398712137,3,2.0966561351938626,5.292105173816685,2,Suburbs,Good,0,0,0,2.0,395548.01322376274
2101.7318179336116,5,2.434781861518683,3.9203497864688424,2,Downtown,Average,1,1,0,2.0,596472.0683856601
1621.8246273578484,2,2.778141186830669,7.947679652295043,2,Suburbs,Average,0,0,0,2.0,406502.5061520422
1288.873145201163,5,2.1102171487091583,4.127048169275557,2,Historic,Average,1,1,0,2.0,440296.7523853664
1676.7135578787368,4,1.9594335366707105,16.738689147269127,3,Historic,Below_Average,1,0,1,2.0,464326.03912971634
1459.2259981928025,4,2.52732193399042,26.23607698742063,2,Downtown,Average,0,0,0,2.0,467990.4384321041
2843.5708175362824,4,1.630203248909758,16.771153405328704,3,Downtown,Average,0,0,1,2.0,637468.7868152247
2440.819878474725,5,1.6313398968918515,26.088966697898996,2,Suburbs,Good,0,0,0,2.0,541367.3318170923
1996.0136793416914,4,3.043498626365203,7.587376265128042,1,Historic,Excellent,1,0,1,2.0,565978.487691267
2739.972069445013,4,1.580964771873075,2.549676189563393,0,Downtown,Below_Average,0,0,1,2.0,560232.9800138274
2038.684153823809,2,3.0330500007273695,20.088353536078387,2,Waterfront,Good,0,1,1,2.0,579494.3534500976
1569.3578993358683,4,2.870073034283161,6.705431878433905,1,Downtown,Excellent,1,0,1,2.0,556642.7480067855
